chamber,congress,year,party.mean.diff.d1,prop.moderate.d1,prop.moderate.dem.d1,prop.moderate.rep.d1,overlap,chamber.mean.d1,chamber.mean.d2,dem.mean.d1,dem.mean.d2,rep.mean.d1,rep.mean.d2,north.rep.mean.d1,north.rep.mean.d2,south.rep.mean.d1,south.rep.mean.d2,north.dem.mean.d1,north.dem.mean.d2,south.dem.mean.d1,south.dem.mean.d2
House,46,1879,0.785882503192848,0.13043478260869565,0.1103448275862069,0.06666666666666667,0,-0.018943143812709028,-0.04308361204013378,-0.3909862068965517,-0.049344827586206896,0.3948962962962963,-0.12807407407407406,0.3980151515151515,-0.12723484848484848,0.25766666666666665,-0.165,-0.34325316455696203,-0.06392405063291139,-0.44812121212121214,-0.0318939393939394
House,47,1881,0.7827137902330744,0.10032362459546926,0.11029411764705882,0.025157232704402517,0,0.026343042071197413,-0.02570550161812298,-0.3949779411764706,-0.06818382352941177,0.3877358490566038,-0.05075471698113208,0.3910866666666667,-0.042993333333333335,0.3318888888888889,-0.1801111111111111,-0.33264285714285713,-0.058428571428571434,-0.4610909090909091,-0.07853030303030303
House,48,1883,0.7244042561576354,0.21637426900584794,0.27586206896551724,0.096,0,-0.06635380116959064,-0.02984795321637427,-0.34691625615763544,-0.0528423645320197,0.377488,0.0018240000000000005,0.3840086206896552,0.009155172413793104,0.29344444444444445,-0.09266666666666666,-0.2814496124031008,-0.008705426356589146,-0.46104054054054056,-0.12978378378378377
House,49,1885,0.7493212669683258,0.14759036144578314,0.18181818181818182,0.09090909090909091,0.0030303030303030303,-0.04153313253012048,-0.029319277108433735,-0.36570588235294116,-0.09301069518716577,0.38361538461538464,0.05334265734265734,0.3886350364963504,0.06003649635036496,0.269,-0.0995,-0.295877358490566,-0.08875471698113208,-0.4570864197530864,-0.09858024691358025
House,50,1887,0.7648934640522875,0.16109422492401215,0.20588235294117646,0.0915032679738562,0.0030959752321981426,-0.006875379939209725,-0.06596048632218846,-0.37025294117647056,-0.19561764705882353,0.394640522875817,0.04689542483660131,0.3934755244755245,0.06602797202797203,0.4113,-0.2267,-0.30031914893617023,-0.21047872340425533,-0.45675,-0.17723684210526316
House,51,1889,0.7952779457164909,0.11864406779661017,0.17159763313609466,0.06521739130434782,0,0.03135028248587571,-0.06203954802259887,-0.3836094674556213,-0.22989349112426036,0.41166847826086955,0.09103804347826087,0.41080232558139534,0.1006453488372093,0.4240833333333333,-0.04666666666666667,-0.31395505617977526,-0.2741685393258427,-0.4611,-0.1806375
House,52,1891,0.7663788381931493,0.23546511627906977,0.2793522267206478,0.0449438202247191,0,-0.1391017441860465,-0.13578488372093023,-0.3414574898785425,-0.2368663967611336,0.42492134831460676,0.04412359550561797,0.4218735632183908,0.03635632183908046,0.5575,0.382,-0.2786666666666667,-0.33170440251572325,-0.45490909090909093,-0.06551136363636363
House,53,1893,0.7913377192982456,0.192,0.23684210526315788,0.045112781954887216,0,-0.064168,-0.10172533333333333,-0.3514956140350877,-0.2030263157894737,0.4398421052631579,-9.548872180451105e-4,0.44023076923076926,-0.006907692307692305,0.42300000000000004,0.257,-0.2849850746268657,-0.3225149253731343,-0.44630851063829785,-0.03269148936170213
House,54,1895,0.8380726044744617,0.11202185792349727,0.0970873786407767,0.09486166007905138,0.0028089887640449437,0.1655792349726776,0.02062021857923497,-0.42202912621359223,-0.10036893203883496,0.41604347826086957,0.039071146245059286,0.4231799163179916,0.03544769874476988,0.2942142857142857,0.10092857142857142,-0.3378076923076923,-0.276,-0.45046753246753246,-0.04106493506493507
House,55,1897,0.8195656089193825,0.11320754716981132,0.15151515151515152,0.0330188679245283,0,0.0925256064690027,0.055423180592991915,-0.3891363636363636,0.06209090909090909,0.43042924528301885,-0.041589622641509436,0.43593969849246234,-0.04169849246231156,0.34607692307692306,-0.03992307692307692,-0.3225,0.1597222222222222,-0.4352692307692308,-0.0055000000000000005
House,56,1899,0.8017018292133482,0.11170212765957446,0.1952662721893491,0.015228426395939087,0,0.058050531914893615,-0.009930851063829788,-0.3644378698224852,-0.04897633136094674,0.43726395939086293,-0.00967005076142132,0.43936507936507935,-0.010582010582010581,0.387625,0.011875000000000007,-0.2881625,-0.09695,-0.433,-0.005853932584269666
House,57,1901,0.8162580703883495,0.06720430107526881,0.13125,0.009708737864077669,0,0.0850752688172043,-0.01228763440860215,-0.36856875,0.01243125,0.4476893203883495,-0.045150485436893206,0.44806965174129354,-0.03954228855721393,0.4324,-0.2706,-0.2907205882352941,0.004941176470588236,-0.4261086956521739,0.017967391304347824
House,58,1903,0.8135391886151232,0.07124681933842239,0.1534090909090909,0.004672897196261682,0,0.08638676844783715,-0.027119592875318066,-0.3638522727272727,-0.039823863636363636,0.4496869158878505,-0.006098130841121495,0.44944075829383884,-0.005246445497630331,0.46699999999999997,-0.066,-0.30206410256410254,-0.11233333333333333,-0.41303061224489795,0.017887755102040815
House,59,1905,0.8245128140562923,0.037783375314861464,0.09420289855072464,0.007722007722007722,0,0.1581309823677582,-0.03679093198992443,-0.37977536231884057,-0.03878985507246377,0.4447374517374517,-0.03572586872586873,0.44487450980392157,-0.03262745098039216,0.436,-0.23325,-0.308275,-0.181225,-0.4089591836734694,0.019346938775510202
House,60,1907,0.7987012422360249,0.06516290726817042,0.13095238095238096,0.017391304347826087,0,0.10247368421052631,-0.02580701754385965,-0.3602142857142857,-0.05423809523809524,0.43848695652173914,-0.0019086956521739138,0.43935874439461886,-0.003856502242152467,0.4107142857142857,0.06014285714285714,-0.3039852941176471,-0.1146764705882353,-0.39845,-0.013140000000000002
House,61,1909,0.7793529115707887,0.09226932668329177,0.1564245810055866,0.04054054054054054,0.0024937655860349127,0.07880299251870325,-0.02754613466334165,-0.352659217877095,-0.017905027932960896,0.4266936936936937,-0.03531981981981982,0.42877830188679245,-0.032504716981132074,0.3825,-0.095,-0.28587654320987654,-0.07297530864197531,-0.40785714285714286,0.02761224489795918
